grievance_id,text,category,,,,,,,,,,,,,,,,,,,,,,,
GRVH900578,"?????, Contractor Kanpur construction site par safety equipment nahi deta, accident ka khatra rehta hai. Please take urgent action.",Employment & Labour,,,,,,,,,,,,,,,,,,,,,,,
GRVH900106,"Respected Sir, Speed breaker Napier Town mein bina signage ke bana diya gaya, a month mein do accident ho chuke hain. ????? ???? ???????? ?????",Roads & Infrastructure,,,,,,,,,,,,,,,,,,,,,,,
GRVH900535,???????? Jaipur ??? ??????? ?? ??????? ???? ???? ???? ?? ??? ?? 5 din ??? Please take urgent action.,Employment & Labour,,,,,,,,,,,,,,,,,,,,,,,
GRVH900079,"Dear officer, Load shedding Jaipur area mein bahut zyada ho rahi hai, bijli sirf kuch ghante milti hai. Please take urgent action.",Electricity,,,,,,,,,,,,,,,,,,,,,,,
GRVH900282,"Respected Sir, ???? Kanpur ??? ?????? ???? ?? ?? ????? ?? ??????? ????, 5 din ??? ?? ??? ???????? ????? Otherwise we will protest.",Police & Law and Order,,,,,,,,,,,,,,,,,,,,,,,
GRVH900304,"Dear officer, Blood bank Ranchi mein zaroori blood group available nahi tha emergency mein, delay se dikkat hui. Please take urgent action.",Healthcare & Hospitals,,,,,,,,,,,,,,,,,,,,,,,
GRVH900170,"Dear officer, Divyang pension yojna ka labh Anil Yadav ko 5 din se nahi mil raha Madan Mahal mein, form baar baar reject ho raha. Thank you.",Pension & Provident Fund,,,,,,,,,,,,,,,,,,,,,,,
GRVH900580,"Death certificate apply kiya tha 1 mahine pehle Kotwali area mein, abhi tak nahi mila.",Municipal Certificates,,,,,,,,,,,,,,,,,,,,,,,
GRVH900192,"Mohd. Salim ki pension 20 din se nahi mili hai, bank account Jabalpur branch mein hai. Otherwise we will protest.",Pension & Provident Fund,,,,,,,,,,,,,,,,,,,,,,,
GRVH900063,"Lucknow mein bijli a month se gayab hai, transformer kharab ho gaya lagta hai. ????? ???? ???????? ?????",Electricity,,,,,,,,,,,,,,,,,,,,,,,
GRVH900051,"Meter reading galat li gayi hai Nagpur mein, bill 1000 zyada aaya, bijli connection sahi hai fir bhi. Bahut pareshaan hain hum log.",Electricity,,,,,,,,,,,,,,,,,,,,,,,
GRVH900066,"Meter reading galat li gayi hai Madan Mahal mein, bill 2000 zyada aaya, bijli connection sahi hai fir bhi. Sadar naman.",Electricity,,,,,,,,,,,,,,,,,,,,,,,
GRVH900386,"Midday meal quality Wright Town school mein bahut kharab hai, bacche bimar pad rahe hain.",Education & Schools,,,,,,,,,,,,,,,,,,,,,,,
GRVH900187,"Deepak Chouhan ki pension 2 hafte se nahi mili hai, bank account Shastri Colony branch mein hai. Please take urgent action.",Pension & Provident Fund,,,,,,,,,,,,,,,,,,,,,,,
GRVH900279,"???? Patna ??? ?????? ???? ?? ?? ????? ?? ??????? ????, 15 din ??? ?? ??? ???????? ????? Bahut pareshaan hain hum log.",Police & Law and Order,,,,,,,,,,,,,,,,,,,,,,,
GRVH900519,"Sir/Madam, ????? ?????? ???? ?????? ?? ??? 1500 ???? ????? ?? Kanpur ???????? ???? Please take urgent action.",Corruption & Bribery,,,,,,,,,,,,,,,,,,,,,,,
GRVH900397,"Namaste sir, ???? ?? ????? Civil Lines ??? ??? ??? ??????? ?? ??? ??, ?? ???? ???? ?? ??? ??? Thank you.",Ration & Public Distribution System,,,,,,,,,,,,,,,,,,,,,,,
GRVH900132,"Garbage Jaipur mein 15 din se uthaya nahi gaya, badbu aa rahi hai. Bahut pareshaan hain hum log.",Sanitation & Garbage,,,,,,,,,,,,,,,,,,,,,,,
GRVH900508,"Dear officer, Ration dealer Sector 7 mein har mahine paise leta hai anaj dene ke liye, complaint dena chahta hoon. Bahut pareshaan hain hum log.",Corruption & Bribery,,,,,,,,,,,,,,,,,,,,,,,
GRVH900525,"Dear officer, Ration dealer Indore mein har mahine paise leta h anaj dene ke liye, complaint dena chahta hoon. Bahut pareshaan hain hum log.",Corruption & Bribery,,,,,,,,,,,,,,,,,,,,,,,
GRVH900165,"Respected Sir, Ramesh Kumar ki pension 3 din se nahi mili hai, bank account Raipur branch mein hai. Otherwise we will protest.",Pension & Provident Fund,,,,,,,,,,,,,,,,,,,,,,,
GRVH900609,"Death certificate apply kiya tha 15 din pehle Adhartal mein, abhi tak nahi mila.",Municipal Certificates,,,,,,,,,,,,,,,,,,,,,,,
GRVH900158,"Namaste sir, Divyang pension yojna ka labh Meena Kori ko 1 mahine se nhi mil raha Indore mein, form baar baar reject ho raha.",Pension & Provident Fund,,,,,,,,,,,,,,,,,,,,,,,
GRVH900385,"Namaste sir, Government school Napier Town mein books one week se distribute nahi hui, session shuru ho chuka hai. Otherwise we will protest.",Education & Schools,,,,,,,,,,,,,,,,,,,,,,,
GRVH900128,"Garbage Ward 12 mein 2 hafte se uthaya nahi gaya, badbu aa rahi hai. Sadar naman.",Sanitation & Garbage,,,,,,,,,,,,,,,,,,,,,,,
GRVH900110,"Respected Sir, Speed breaker Lucknow mein bina signage ke bana diya gaya, two weeks mein do accident ho chuke hain. Thank you.",Roads & Infrastructure,,,,,,,,,,,,,,,,,,,,,,,
GRVH900060,"Load shedding Raipur area mein bahut zyada ho rahi hai, bijli sirf kuch ghante milti hai. Kripya jald samadhan karein.",Electricity,,,,,,,,,,,,,,,,,,,,,,,
GRVH900181,"Divyang pension yojna ka labh Anil Yadav ko 15 din se nahi mil raha Patna mein, form baar baar reject ho raha.",Pension & Provident Fund,,,,,,,,,,,,,,,,,,,,,,,
GRVH900404,"Dear officer, ????????? ????? ??????? Napier Town ?? ????? ??? ?? ???? ?????, ???? ???? ??? ???? ?????? ??? Bahut pareshaan hain hum log.",Ration & Public Distribution System,,,,,,,,,,,,,,,,,,,,,,,
GRVH900445,"Sir/Madam, Passbook update Jaipur bank branch mein 10 din se nahi ho raha, staff kaam nahi kar rahe. ????? ???? ???????? ?????",Banking & Financial Services,,,,,,,,,,,,,,,,,,,,,,,
GRVH900561,???????? Nagpur ??? ??????? ?? ??????? ???? ???? ???? ?? ??? ?? one week ??? Thank you.,Employment & Labour,,,,,,,,,,,,,,,,,,,,,,,
GRVH900382,"Dear officer, Midday meal quality Adhartal school mein bahut kharab hai, bacche bimar pad rahe hain.",Education & Schools,,,,,,,,,,,,,,,,,,,,,,,
GRVH900591,"Sir/Madam, Birth certificate Ward 12 nagar nigam se two weeks se nahi bana, school admission ruk gaya. Otherwise we will protest.",Municipal Certificates,,,,,,,,,,,,,,,,,,,,,,,
GRVH900443,"Respected Sir, ?????? ??? ????? Madan Mahal ???? ???? ??? 2 hafte ?? ????? ??, ??? ??? ???????? ????? ?? ??? ???? ????? ???? ???????? ?????",Banking & Financial Services,,,,,,,,,,,,,,,,,,,,,,,
GRVH900527,"?????, ????? ?????? ???? ?????? ?? ??? 2000 ???? ????? ?? Jabalpur ???????? ???? Thank you.",Corruption & Bribery,,,,,,,,,,,,,,,,,,,,,,,
GRVH900020,"Respected Sir, ???? ?????? ?? ??? Patna ??? ???? ????? ??? ???? ???, logo ko paani nhi mil pa raha. ????? ???? ???????? ?????",Water Supply,,,,,,,,,,,,,,,,,,,,,,,
GRVH900511,"Bribe li gayi thi Meena Kori se Model Town office mein kaam ke badle mein, sabuth hai. Sadar naman.",Corruption & Bribery,,,,,,,,,,,,,,,,,,,,,,,
GRVH900465,"Namaste sir, ?????? ??? ????? Model Town ???? ???? ??? 5 din ?? ????? ??, ??? ??? ???????? ????? ?? ??? ???? Please take urgent action.",Banking & Financial Services,,,,,,,,,,,,,,,,,,,,,,,
GRVH900099,"Sir/Madam, Speed breaker Wright Town mein bina signage ke bana diya gaya, 3 days mein do accident ho chuke hain. Thank you.",Roads & Infrastructure,,,,,,,,,,,,,,,,,,,,,,,
GRVH900379,"Government school Gwalior mein books 5 din se distribute nahi hui, session shuru ho chuka hai. Please take urgent action.",Education & Schools,,,,,,,,,,,,,,,,,,,,,,,
GRVH900474,"?????? ??? ????? Nagpur ???? ???? ??? 3 din ?? ????? ??, ??? ??? ???????? ????? ?? ??? ???? Kripya jald samadhan karein.",Banking & Financial Services,,,,,,,,,,,,,,,,,,,,,,,
GRVH900148,"Sir/Madam, ????????? ???? ????? Civil Lines ??? ??????? ?? ??? ???, ???? ????? ???? ? ????",Sanitation & Garbage,,,,,,,,,,,,,,,,,,,,,,,
GRVH900293,"Namaste sir, FIR Raipur thane mein darj nahi ki ja rahi hai 20 din se, police sun nahi rahi. Kripya jald samadhan karein.",Police & Law and Order,,,,,,,,,,,,,,,,,,,,,,,
GRVH900040,"Sir/Madam, Water pipeline leak ho gaya hai Nagpur mein, sadak par paani bah raha hai 3 days se. Kripya jald samadhan karein.",Water Supply,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
